election,source_locality_code,source_locality_name,evidence_tier,decision,candidate_rows,candidate_actual_voters,candidate_assignment_sha256,reviewed_on,review_basis,review_notes
K20,516,מג'ד אל-כרום,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,522,נחף,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,529,אעבלין,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,531,עראבה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,532,עין מאהל,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,534,עספיא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,537,פוריידיס,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,541,ג'סר א-זרקא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,542,ריינה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,628,ג'ת,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,637,ערערה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,638,קלנסווה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,654,כפר קרע,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,1192,ערערה-בנגב,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,1292,ג'דיידה-מכר,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,1327,מעלה עירון,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,2710,אום אל-פחם,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,2720,טירה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,2730,טייבה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,6000,באקה אל-גרביה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,8800,שפרעם,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K20,8900,טמרה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,473,אבו סנאן,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,478,אכסאל,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,480,בית ג'ן,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,481,מגאר,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,490,דייר אל-אסד,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,498,טורעאן,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,499,יפיע,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,502,ירכא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,509,כפר כנא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,510,כפר מנדא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,516,מג'ד אל-כרום,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,522,נחף,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,529,אעבלין,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,531,עראבה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,532,עין מאהל,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,534,עספיא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,537,פוריידיס,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,541,ג'סר א-זרקא,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,542,ריינה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,628,ג'ת,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,634,כפר קאסם,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,637,ערערה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,638,קלנסווה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,654,כפר קרע,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,1192,ערערה-בנגב,A,approved,3,965,821a2c626643b7597cd386d9955fcd57a586e053afc293c09ea75787a8ec9e88,2026-07-18,unique_exact_residual_partition_all_area_and_party_totals,"Approved after unique ballot-count, eligible-voter, and actual-voter partition; every residual statistical area also reconciles valid, invalid, and party votes."
K21,1292,ג'דיידה-מכר,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,1327,מעלה עירון,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,2200,דימונה,A,rejected,1,163,a9809a838d2707fc37fd979b9d373855d06620ed3ec0b69dc8695e1adbc6b83c,2026-07-18,reclassified_special_non_geographic_military_transport,"Rejected after source review: ballot 990 is labeled as a shuttle to Camp Adi and belongs with the reviewed military/envelope results, not a residential statistical area."
K21,2720,טירה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,2730,טייבה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,6000,באקה אל-גרביה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,7500,סח'נין,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,8800,שפרעם,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,8900,טמרה,,rejected,0,0,,2026-07-18,arcgis_source_is_dissolved_locality_aggregate,Rejected after source-metadata audit: the ArcGIS item explicitly says Arab-locality statistical areas were merged; one locality-wide feature cannot support a detailed ballot-to-area assignment.
K21,3000,ירושלים,C,approved,6,2634,254a2e502a205c54231419930b6729ea26eed7a999f846eeb0916a278fc7b141,2026-07-18,unique_exact_isolated_residual_partition_with_unrelated_source_deltas,"Approved after an isolated exact residual match: ballots 33.1-33.6 and statistical area 30001221 reconcile ballot count, eligible voters, actual voters, valid and invalid votes, and every party column. Seven zero-ballot ArcGIS differences in other already-assigned areas are retained as unrelated Tier C source-snapshot provenance, including the locality's three-voter net discrepancy."
